transaction_id,customer_id,amount,currency,payment_method,timestamp,status,failure_reason,failure_category,previous_attempts,customer_success_rate,customer_tenure_days,subscription_status,invoice_age_days,previous_payment_count,previous_successful_payment_count,previous_failed_payment_count,latent_recovery_prob,recovery_outcome,recovered_amount
TXN-11796,CUST-1469,3491.77,INR,NACH_EMANDATE,2026-08-15T06:27:31,FAILED,INVALID_ACCOUNT,PERMANENT,3,0.75,496,ACTIVE,0,12,9,3,0.01,0,0.0
TXN-11797,CUST-1589,2293.15,INR,DEBIT_CARD,2026-08-08T21:41:16,FAILED,NETWORK_INTERRUPT,TEMPORARY,0,0.7273,227,ACTIVE,5,11,8,3,0.98,1,2293.15
TXN-11798,CUST-2256,586.31,INR,CREDIT_CARD,2026-08-31T05:54:56,FAILED,CARD_LIMIT_EXCEEDED,CUSTOMER_ACTION_REQUIRED,3,0.7059,453,ACTIVE,3,17,12,5,0.2788,0,0.0
TXN-11799,CUST-2332,241.79,INR,UPI,2026-08-04T06:09:34,FAILED,NETWORK_INTERRUPT,TEMPORARY,1,0.9286,249,NONE,0,14,13,1,0.98,1,241.79
TXN-11800,CUST-2220,502.11,INR,UPI,2026-08-08T07:58:42,FAILED,CARD_LIMIT_EXCEEDED,CUSTOMER_ACTION_REQUIRED,2,0.75,796,INACTIVE,0,8,6,2,0.3476,1,502.11
TXN-11801,CUST-2690,1392.06,INR,DEBIT_CARD,2026-08-07T06:56:09,FAILED,OTP_EXPIRED,CUSTOMER_ACTION_REQUIRED,0,0.8,972,INACTIVE,3,10,8,2,0.6045,0,0.0
TXN-11802,CUST-1212,1051.83,INR,CREDIT_CARD,2026-08-29T20:46:24,FAILED,GENERIC_DECLINE,UNKNOWN,0,0.75,707,NONE,0,12,9,3,0.4393,0,0.0
TXN-11803,CUST-1968,6506.38,INR,NACH_EMANDATE,2026-08-20T02:36:51,FAILED,PROCESSING_DELAY,TEMPORARY,1,0.5385,750,NONE,0,13,7,6,0.7395,1,6506.38
TXN-11804,CUST-1471,7482.6,INR,UPI,2026-08-23T23:33:31,FAILED,ACCOUNT_CLOSED,PERMANENT,0,0.5833,488,INACTIVE,0,12,7,5,0.1763,0,0.0
TXN-11805,CUST-3265,2720.42,INR,UPI,2026-08-02T19:40:42,FAILED,CARD_LIMIT_EXCEEDED,CUSTOMER_ACTION_REQUIRED,0,0.8667,978,INACTIVE,0,15,13,2,0.7675,1,2720.42
TXN-11806,CUST-2669,2311.75,INR,UPI,2026-08-28T07:32:40,FAILED,BLOCKED_CARD,PERMANENT,0,1.0,583,INACTIVE,4,12,12,0,0.2314,0,0.0
TXN-11807,CUST-3400,1129.81,INR,CREDIT_CARD,2026-08-07T12:18:04,FAILED,GATEWAY_TIMEOUT,TEMPORARY,0,0.4,82,NONE,0,10,4,6,0.9093,1,1129.81
TXN-11808,CUST-2247,1017.76,INR,NET_BANKING,2026-08-25T17:02:45,FAILED,PROCESSING_DELAY,TEMPORARY,0,0.8,662,ACTIVE,4,15,12,3,0.967,1,1017.76
TXN-11809,CUST-1833,785.41,INR,DEBIT_CARD,2026-08-09T13:57:12,FAILED,NETWORK_INTERRUPT,TEMPORARY,1,0.8333,175,NONE,0,12,10,2,0.8092,0,0.0
TXN-11810,CUST-2004,1729.77,INR,NACH_EMANDATE,2026-08-03T10:41:28,FAILED,CARD_LIMIT_EXCEEDED,CUSTOMER_ACTION_REQUIRED,2,0.9286,176,INACTIVE,13,14,13,1,0.4061,1,1729.77
TXN-11811,CUST-1004,585.86,INR,NACH_EMANDATE,2026-08-09T13:00:49,FAILED,PROCESSING_DELAY,TEMPORARY,0,0.8571,56,INACTIVE,6,14,12,2,0.9038,1,585.86
TXN-11812,CUST-1002,7199.93,INR,NET_BANKING,2026-08-30T10:33:59,FAILED,AUTHENTICATION_FAILED,CUSTOMER_ACTION_REQUIRED,0,0.6316,561,INACTIVE,4,19,12,7,0.5643,1,7199.93
TXN-11813,CUST-2027,3530.8,INR,DEBIT_CARD,2026-08-11T17:52:35,FAILED,PROCESSING_DELAY,TEMPORARY,0,1.0,225,NONE,0,12,12,0,0.98,1,3530.8
TXN-11814,CUST-3396,2944.26,INR,UPI,2026-08-27T08:15:32,FAILED,BANK_SERVER_DOWN,TEMPORARY,2,0.7778,1040,ACTIVE,9,9,7,2,0.7972,0,0.0
TXN-11815,CUST-3306,3853.19,INR,DEBIT_CARD,2026-08-20T14:33:48,FAILED,GATEWAY_TIMEOUT,TEMPORARY,3,0.875,975,ACTIVE,2,8,7,1,0.4502,0,0.0
TXN-11816,CUST-3860,1852.12,INR,CREDIT_CARD,2026-08-28T10:20:42,FAILED,AUTHENTICATION_FAILED,CUSTOMER_ACTION_REQUIRED,2,0.8,507,NONE,0,10,8,2,0.4264,0,0.0
TXN-11817,CUST-2144,1999.83,INR,CREDIT_CARD,2026-08-25T22:09:29,FAILED,CARD_LIMIT_EXCEEDED,CUSTOMER_ACTION_REQUIRED,0,0.6,924,NONE,0,10,6,4,0.6085,1,1999.83
TXN-11818,CUST-2303,4448.21,INR,DEBIT_CARD,2026-08-23T09:27:17,FAILED,BANK_SERVER_DOWN,TEMPORARY,1,0.6,1044,NONE,0,15,9,6,0.8236,1,4448.21
TXN-11819,CUST-2118,9855.35,INR,DEBIT_CARD,2026-08-11T15:23:40,FAILED,BLOCKED_CARD,PERMANENT,1,0.9167,1154,INACTIVE,1,12,11,1,0.01,0,0.0
TXN-11820,CUST-2883,1793.4,INR,UPI,2026-08-07T21:48:06,FAILED,BANK_SERVER_DOWN,TEMPORARY,0,0.4444,582,NONE,0,18,8,10,0.8728,1,1793.4
TXN-11821,CUST-3647,710.46,INR,NACH_EMANDATE,2026-08-01T14:59:08,FAILED,GATEWAY_TIMEOUT,TEMPORARY,1,0.875,86,INACTIVE,7,8,7,1,0.6826,0,0.0
TXN-11822,CUST-1039,447.93,INR,NET_BANKING,2026-08-25T03:41:56,FAILED,INSUFFICIENT_FUNDS,CUSTOMER_ACTION_REQUIRED,1,0.8,353,NONE,0,10,8,2,0.4973,0,0.0
TXN-11823,CUST-2608,2317.95,INR,UPI,2026-08-02T22:03:23,FAILED,GATEWAY_TIMEOUT,TEMPORARY,0,0.9167,1023,NONE,0,12,11,1,0.98,1,2317.95
TXN-11824,CUST-3750,1597.27,INR,UPI,2026-08-19T16:30:37,FAILED,PROCESSING_DELAY,TEMPORARY,0,0.7778,913,INACTIVE,1,9,7,2,0.8438,1,1597.27
TXN-11825,CUST-3462,321.43,INR,NET_BANKING,2026-08-01T19:49:23,FAILED,BANK_SERVER_DOWN,TEMPORARY,2,0.875,686,ACTIVE,1,8,7,1,0.7465,1,321.43
TXN-11826,CUST-1511,1041.24,INR,DEBIT_CARD,2026-08-22T23:58:13,FAILED,PROCESSING_DELAY,TEMPORARY,0,0.8571,648,ACTIVE,6,14,12,2,0.98,1,1041.24
TXN-11827,CUST-1038,706.61,INR,UPI,2026-08-18T18:53:30,FAILED,INSUFFICIENT_FUNDS,CUSTOMER_ACTION_REQUIRED,0,0.75,901,INACTIVE,0,12,9,3,0.8297,1,706.61
TXN-11828,CUST-1784,952.52,INR,NACH_EMANDATE,2026-08-16T03:13:42,FAILED,INVALID_ACCOUNT,PERMANENT,1,0.8889,541,NONE,0,9,8,1,0.0417,0,0.0
TXN-11829,CUST-3940,392.09,INR,CREDIT_CARD,2026-08-19T00:55:28,FAILED,NETWORK_INTERRUPT,TEMPORARY,0,0.8462,710,INACTIVE,8,13,11,2,0.98,1,392.09
TXN-11830,CUST-1150,1057.32,INR,NET_BANKING,2026-08-30T20:04:21,FAILED,UNHANDLED_ERROR_CODE,UNKNOWN,2,0.8571,517,NONE,0,7,6,1,0.0699,0,0.0
TXN-11831,CUST-1856,1507.02,INR,CREDIT_CARD,2026-08-20T15:28:25,FAILED,INVALID_ACCOUNT,PERMANENT,1,0.8,819,NONE,0,5,4,1,0.0223,0,0.0
TXN-11832,CUST-1454,7674.42,INR,NACH_EMANDATE,2026-08-25T09:33:53,FAILED,ACCOUNT_CLOSED,PERMANENT,0,0.7778,467,NONE,0,18,14,4,0.1023,0,0.0
TXN-11833,CUST-1698,1804.58,INR,NACH_EMANDATE,2026-08-30T16:30:50,FAILED,NETWORK_INTERRUPT,TEMPORARY,0,1.0,874,NONE,0,14,14,0,0.9591,1,1804.58
TXN-11834,CUST-3314,4123.3,INR,UPI,2026-08-07T15:25:04,FAILED,INSUFFICIENT_FUNDS,CUSTOMER_ACTION_REQUIRED,1,0.5455,299,NONE,0,11,6,5,0.3291,0,0.0
TXN-11835,CUST-1266,1996.47,INR,DEBIT_CARD,2026-08-12T11:35:55,FAILED,NETWORK_INTERRUPT,TEMPORARY,2,0.8182,700,NONE,0,11,9,2,0.568,1,1996.47
TXN-11836,CUST-3142,4041.09,INR,CREDIT_CARD,2026-08-02T12:56:01,FAILED,BANK_SERVER_DOWN,TEMPORARY,2,1.0,894,NONE,0,9,9,0,0.6124,0,0.0
TXN-11837,CUST-3838,3260.8,INR,NACH_EMANDATE,2026-08-01T12:16:39,FAILED,BANK_SERVER_DOWN,TEMPORARY,0,0.3333,322,INACTIVE,1,12,4,8,0.7948,1,3260.8
TXN-11838,CUST-2749,3236.03,INR,DEBIT_CARD,2026-08-21T04:02:41,FAILED,GENERIC_DECLINE,UNKNOWN,0,0.5833,1072,INACTIVE,3,12,7,5,0.3761,0,0.0
TXN-11839,CUST-2122,2027.51,INR,NACH_EMANDATE,2026-08-25T11:23:11,FAILED,GENERIC_DECLINE,UNKNOWN,0,0.8333,566,INACTIVE,2,12,10,2,0.477,1,2027.51
TXN-11840,CUST-2480,438.45,INR,CREDIT_CARD,2026-08-14T21:48:55,FAILED,GATEWAY_TIMEOUT,TEMPORARY,0,0.9333,60,ACTIVE,1,15,14,1,0.98,1,438.45
TXN-11841,CUST-2720,3856.21,INR,DEBIT_CARD,2026-08-20T10:32:55,FAILED,CARD_LIMIT_EXCEEDED,CUSTOMER_ACTION_REQUIRED,0,0.7857,280,ACTIVE,0,14,11,3,0.6377,0,0.0
TXN-11842,CUST-1797,9243.03,INR,UPI,2026-08-02T15:33:37,FAILED,BANK_SERVER_DOWN,TEMPORARY,2,0.8889,94,NONE,0,9,8,1,0.5691,0,0.0
TXN-11843,CUST-1924,6447.41,INR,UPI,2026-08-10T23:22:41,FAILED,PROCESSING_DELAY,TEMPORARY,0,0.7273,744,ACTIVE,10,11,8,3,0.98,1,6447.41
TXN-11844,CUST-1673,4611.19,INR,DEBIT_CARD,2026-08-06T02:41:38,FAILED,BANK_SERVER_DOWN,TEMPORARY,1,0.8571,636,ACTIVE,3,14,12,2,0.9025,1,4611.19
TXN-11845,CUST-1114,5209.75,INR,NET_BANKING,2026-08-30T04:20:54,FAILED,PROCESSING_DELAY,TEMPORARY,2,0.7333,1142,ACTIVE,3,15,11,4,0.6829,0,0.0
TXN-11846,CUST-3565,1978.67,INR,DEBIT_CARD,2026-08-06T15:38:36,FAILED,BANK_SERVER_DOWN,TEMPORARY,4,0.5333,860,ACTIVE,1,15,8,7,0.2202,0,0.0
TXN-11847,CUST-2939,5178.3,INR,DEBIT_CARD,2026-08-17T14:39:31,FAILED,NETWORK_INTERRUPT,TEMPORARY,0,0.9,662,ACTIVE,3,10,9,1,0.98,1,5178.3
TXN-11848,CUST-3128,1441.83,INR,UPI,2026-08-22T16:55:25,FAILED,BLOCKED_CARD,PERMANENT,2,0.6667,475,NONE,0,6,4,2,0.01,0,0.0
TXN-11849,CUST-1391,2152.08,INR,NACH_EMANDATE,2026-08-05T13:39:18,FAILED,CARD_LIMIT_EXCEEDED,CUSTOMER_ACTION_REQUIRED,0,0.75,528,ACTIVE,0,12,9,3,0.8066,1,2152.08
TXN-11850,CUST-1248,4705.61,INR,NET_BANKING,2026-08-04T13:45:48,FAILED,GATEWAY_TIMEOUT,TEMPORARY,0,0.6667,174,INACTIVE,3,9,6,3,0.98,1,4705.61
TXN-11851,CUST-1522,2908.57,INR,NET_BANKING,2026-08-16T01:14:21,FAILED,GATEWAY_TIMEOUT,TEMPORARY,0,0.9091,486,ACTIVE,2,11,10,1,0.9619,1,2908.57
TXN-11852,CUST-3501,1617.36,INR,UPI,2026-08-04T03:00:00,FAILED,PROCESSING_DELAY,TEMPORARY,2,0.8571,698,ACTIVE,1,7,6,1,0.7926,1,1617.36
TXN-11853,CUST-3290,703.97,INR,DEBIT_CARD,2026-08-20T21:59:40,FAILED,INVALID_ACCOUNT,PERMANENT,0,0.7059,597,INACTIVE,0,17,12,5,0.0987,0,0.0
TXN-11854,CUST-1392,450.9,INR,CREDIT_CARD,2026-08-01T22:21:27,FAILED,PROCESSING_DELAY,TEMPORARY,0,0.7,1141,NONE,0,10,7,3,0.9625,1,450.9
TXN-11855,CUST-2857,4649.96,INR,NET_BANKING,2026-08-06T07:59:50,FAILED,CARD_LIMIT_EXCEEDED,CUSTOMER_ACTION_REQUIRED,2,0.8235,924,INACTIVE,3,17,14,3,0.3484,1,4649.96
TXN-11856,CUST-2391,1584.11,INR,NET_BANKING,2026-08-17T08:22:24,FAILED,AUTHENTICATION_FAILED,CUSTOMER_ACTION_REQUIRED,1,0.8182,332,NONE,0,11,9,2,0.419,0,0.0
TXN-11857,CUST-3407,232.05,INR,UPI,2026-08-02T00:19:02,FAILED,INSUFFICIENT_FUNDS,CUSTOMER_ACTION_REQUIRED,3,0.5625,356,ACTIVE,7,16,9,7,0.2111,0,0.0
TXN-11858,CUST-3437,1420.61,INR,NACH_EMANDATE,2026-08-29T05:50:25,FAILED,GATEWAY_TIMEOUT,TEMPORARY,3,0.6923,459,ACTIVE,15,13,9,4,0.25,0,0.0
TXN-11859,CUST-1516,1826.44,INR,DEBIT_CARD,2026-08-24T18:52:15,FAILED,BANK_SERVER_DOWN,TEMPORARY,3,0.9167,690,INACTIVE,0,12,11,1,0.3823,0,0.0
TXN-11860,CUST-3968,3035.93,INR,CREDIT_CARD,2026-08-08T02:24:01,FAILED,PROCESSING_DELAY,TEMPORARY,0,0.5833,133,ACTIVE,1,12,7,5,0.9782,1,3035.93
TXN-11861,CUST-1180,3736.7,INR,CREDIT_CARD,2026-08-29T19:01:04,FAILED,GATEWAY_TIMEOUT,TEMPORARY,2,0.8462,220,INACTIVE,0,13,11,2,0.5098,1,3736.7
TXN-11862,CUST-2785,2666.32,INR,DEBIT_CARD,2026-08-27T16:28:41,FAILED,BANK_SERVER_DOWN,TEMPORARY,2,0.9412,416,NONE,0,17,16,1,0.4729,0,0.0
TXN-11863,CUST-1596,573.91,INR,NET_BANKING,2026-08-30T16:55:47,FAILED,NETWORK_INTERRUPT,TEMPORARY,0,0.7778,462,INACTIVE,2,9,7,2,0.938,0,0.0
TXN-11864,CUST-2404,1392.35,INR,DEBIT_CARD,2026-08-26T13:08:29,FAILED,OTP_EXPIRED,CUSTOMER_ACTION_REQUIRED,0,0.4375,83,ACTIVE,15,16,7,9,0.4635,0,0.0
TXN-11865,CUST-3402,2226.44,INR,UPI,2026-08-26T00:49:24,FAILED,NETWORK_INTERRUPT,TEMPORARY,0,0.6,997,ACTIVE,4,10,6,4,0.8728,1,2226.44
TXN-11866,CUST-3291,3033.42,INR,NET_BANKING,2026-08-10T21:39:56,FAILED,GATEWAY_TIMEOUT,TEMPORARY,1,0.7143,550,INACTIVE,0,14,10,4,0.7431,1,3033.42
TXN-11867,CUST-1820,2780.18,INR,UPI,2026-08-10T14:36:54,FAILED,BLOCKED_CARD,PERMANENT,2,0.6364,758,INACTIVE,2,11,7,4,0.01,0,0.0
TXN-11868,CUST-3735,828.54,INR,NET_BANKING,2026-08-17T11:48:44,FAILED,PROCESSING_DELAY,TEMPORARY,0,0.9091,30,NONE,0,11,10,1,0.98,1,828.54
TXN-11869,CUST-3369,875.97,INR,NACH_EMANDATE,2026-08-21T17:48:55,FAILED,BANK_SERVER_DOWN,TEMPORARY,0,0.7273,460,INACTIVE,3,11,8,3,0.98,1,875.97
TXN-11870,CUST-2346,3911.52,INR,UPI,2026-08-03T11:09:26,FAILED,NETWORK_INTERRUPT,TEMPORARY,2,0.7,1091,INACTIVE,1,10,7,3,0.4439,1,3911.52
TXN-11871,CUST-3031,713.29,INR,UPI,2026-08-12T05:50:35,FAILED,NETWORK_INTERRUPT,TEMPORARY,1,0.7,806,NONE,0,10,7,3,0.7687,0,0.0
TXN-11872,CUST-3839,4446.61,INR,NET_BANKING,2026-08-11T18:19:27,FAILED,GENERIC_DECLINE,UNKNOWN,3,0.5714,829,NONE,0,14,8,6,0.01,0,0.0
TXN-11873,CUST-1979,2832.61,INR,DEBIT_CARD,2026-08-19T15:58:08,FAILED,PROCESSING_DELAY,TEMPORARY,2,0.4,371,NONE,0,15,6,9,0.3845,1,2832.61
TXN-11874,CUST-1840,3170.71,INR,CREDIT_CARD,2026-08-19T00:42:45,FAILED,CARD_LIMIT_EXCEEDED,CUSTOMER_ACTION_REQUIRED,0,1.0,703,ACTIVE,2,10,10,0,0.9797,1,3170.71
TXN-11875,CUST-1040,453.03,INR,DEBIT_CARD,2026-08-28T08:15:45,FAILED,INVALID_ACCOUNT,PERMANENT,1,0.9231,81,ACTIVE,3,13,12,1,0.0963,1,453.03
TXN-11876,CUST-1471,2775.54,INR,DEBIT_CARD,2026-08-10T20:29:47,FAILED,INSUFFICIENT_FUNDS,CUSTOMER_ACTION_REQUIRED,0,0.9,798,INACTIVE,0,10,9,1,0.6799,1,2775.54
TXN-11877,CUST-3585,8879.27,INR,UPI,2026-08-11T01:59:41,FAILED,OTP_EXPIRED,CUSTOMER_ACTION_REQUIRED,0,0.8462,207,ACTIVE,3,13,11,2,0.9031,1,8879.27
TXN-11878,CUST-1810,992.43,INR,CREDIT_CARD,2026-08-14T03:15:02,FAILED,OTP_EXPIRED,CUSTOMER_ACTION_REQUIRED,0,0.8,155,ACTIVE,6,5,4,1,0.7743,1,992.43
TXN-11879,CUST-3944,1022.16,INR,DEBIT_CARD,2026-08-13T08:34:08,FAILED,BLOCKED_CARD,PERMANENT,0,0.4444,249,NONE,0,9,4,5,0.01,0,0.0
TXN-11880,CUST-1731,2493.47,INR,UPI,2026-08-14T03:00:20,FAILED,INSUFFICIENT_FUNDS,CUSTOMER_ACTION_REQUIRED,0,0.5714,619,ACTIVE,1,14,8,6,0.9177,1,2493.47
TXN-11881,CUST-1414,905.53,INR,CREDIT_CARD,2026-08-06T19:17:17,FAILED,AUTHENTICATION_FAILED,CUSTOMER_ACTION_REQUIRED,3,0.8462,37,INACTIVE,1,13,11,2,0.2393,0,0.0
TXN-11882,CUST-2386,5128.99,INR,DEBIT_CARD,2026-08-13T01:47:41,FAILED,NETWORK_INTERRUPT,TEMPORARY,0,0.5714,693,INACTIVE,1,14,8,6,0.8474,1,5128.99
TXN-11883,CUST-2514,4146.04,INR,CREDIT_CARD,2026-08-22T11:19:05,FAILED,OTP_EXPIRED,CUSTOMER_ACTION_REQUIRED,2,0.6667,655,NONE,0,9,6,3,0.5006,0,0.0
TXN-11884,CUST-3912,7560.07,INR,UPI,2026-08-07T18:23:12,FAILED,GATEWAY_TIMEOUT,TEMPORARY,0,0.7143,197,ACTIVE,4,7,5,2,0.98,1,7560.07
TXN-11885,CUST-1776,2747.28,INR,NACH_EMANDATE,2026-08-19T14:02:20,FAILED,NETWORK_INTERRUPT,TEMPORARY,0,0.75,1124,INACTIVE,0,8,6,2,0.9637,1,2747.28
TXN-11886,CUST-2302,3731.93,INR,CREDIT_CARD,2026-08-31T07:43:28,FAILED,CARD_LIMIT_EXCEEDED,CUSTOMER_ACTION_REQUIRED,0,0.7,1131,ACTIVE,1,10,7,3,0.8038,1,3731.93
TXN-11887,CUST-3405,2156.11,INR,NACH_EMANDATE,2026-08-08T15:05:34,FAILED,INSUFFICIENT_FUNDS,CUSTOMER_ACTION_REQUIRED,0,0.3333,824,INACTIVE,6,3,1,2,0.4219,1,2156.11
TXN-11888,CUST-2342,8475.42,INR,UPI,2026-08-15T00:18:32,FAILED,INSUFFICIENT_FUNDS,CUSTOMER_ACTION_REQUIRED,1,1.0,877,NONE,0,17,17,0,0.5308,1,8475.42
TXN-11889,CUST-1517,444.71,INR,CREDIT_CARD,2026-08-05T08:50:48,FAILED,PROCESSING_DELAY,TEMPORARY,0,0.7333,617,NONE,0,15,11,4,0.9607,1,444.71
TXN-11890,CUST-2927,843.17,INR,CREDIT_CARD,2026-08-20T06:11:15,FAILED,AUTHENTICATION_FAILED,CUSTOMER_ACTION_REQUIRED,0,0.9231,1045,NONE,0,13,12,1,0.685,1,843.17
TXN-11891,CUST-3642,7497.95,INR,NET_BANKING,2026-08-23T22:54:38,FAILED,BANK_SERVER_DOWN,TEMPORARY,0,0.8571,1126,NONE,0,14,12,2,0.9745,1,7497.95
TXN-11892,CUST-1733,2963.08,INR,DEBIT_CARD,2026-08-24T21:04:54,FAILED,BANK_SERVER_DOWN,TEMPORARY,0,0.8,34,NONE,0,10,8,2,0.98,1,2963.08
TXN-11893,CUST-3931,1348.91,INR,NET_BANKING,2026-08-29T15:07:53,FAILED,EXPIRED_CARD_PERMANENT,PERMANENT,1,0.9,1,INACTIVE,1,10,9,1,0.01,0,0.0
TXN-11894,CUST-2642,1816.59,INR,CREDIT_CARD,2026-08-11T06:30:45,FAILED,GATEWAY_TIMEOUT,TEMPORARY,0,0.7857,542,ACTIVE,5,14,11,3,0.98,1,1816.59
TXN-11895,CUST-2851,7306.46,INR,NET_BANKING,2026-08-16T06:30:52,FAILED,NETWORK_INTERRUPT,TEMPORARY,1,0.7143,748,ACTIVE,16,14,10,4,0.8011,1,7306.46
TXN-11896,CUST-2740,2759.38,INR,NACH_EMANDATE,2026-08-19T13:51:59,FAILED,CARD_LIMIT_EXCEEDED,CUSTOMER_ACTION_REQUIRED,0,0.875,1112,ACTIVE,0,8,7,1,0.8803,1,2759.38
TXN-11897,CUST-2042,526.2,INR,CREDIT_CARD,2026-08-15T17:45:21,FAILED,AUTHENTICATION_FAILED,CUSTOMER_ACTION_REQUIRED,2,0.75,946,ACTIVE,3,8,6,2,0.4292,1,526.2
TXN-11898,CUST-2820,1399.6,INR,CREDIT_CARD,2026-08-03T09:56:05,FAILED,ACCOUNT_CLOSED,PERMANENT,0,0.8889,669,NONE,0,18,16,2,0.228,0,0.0
TXN-11899,CUST-2905,258.04,INR,NET_BANKING,2026-08-24T02:44:10,FAILED,BANK_SERVER_DOWN,TEMPORARY,1,0.875,331,INACTIVE,7,8,7,1,0.7849,1,258.04
TXN-11900,CUST-2771,278.11,INR,DEBIT_CARD,2026-08-16T19:21:20,FAILED,EXPIRED_CARD_PERMANENT,PERMANENT,1,0.9444,22,INACTIVE,3,18,17,1,0.0579,0,0.0
TXN-11901,CUST-2118,3718.68,INR,UPI,2026-08-22T20:36:15,FAILED,CARD_LIMIT_EXCEEDED,CUSTOMER_ACTION_REQUIRED,0,0.7692,894,ACTIVE,5,13,10,3,0.7786,1,3718.68
TXN-11902,CUST-1957,3344.92,INR,UPI,2026-08-05T10:01:28,FAILED,BANK_SERVER_DOWN,TEMPORARY,0,0.875,604,INACTIVE,5,8,7,1,0.98,1,3344.92
TXN-11903,CUST-2206,410.38,INR,DEBIT_CARD,2026-08-06T04:39:17,FAILED,AUTHENTICATION_FAILED,CUSTOMER_ACTION_REQUIRED,0,0.75,719,ACTIVE,1,8,6,2,0.8409,1,410.38
TXN-11904,CUST-1485,435.62,INR,DEBIT_CARD,2026-08-27T22:09:59,FAILED,AUTHENTICATION_FAILED,CUSTOMER_ACTION_REQUIRED,0,0.9286,374,ACTIVE,5,14,13,1,0.7733,0,0.0
TXN-11905,CUST-1820,7792.47,INR,CREDIT_CARD,2026-08-17T09:35:38,FAILED,OTP_EXPIRED,CUSTOMER_ACTION_REQUIRED,0,0.6429,401,NONE,0,14,9,5,0.7305,1,7792.47
TXN-11906,CUST-2024,1816.65,INR,DEBIT_CARD,2026-08-30T17:45:02,FAILED,ACCOUNT_CLOSED,PERMANENT,1,0.9167,429,ACTIVE,6,12,11,1,0.1155,0,0.0
TXN-11907,CUST-1564,829.27,INR,UPI,2026-08-15T02:22:24,FAILED,UNHANDLED_ERROR_CODE,UNKNOWN,0,0.9091,33,INACTIVE,39,11,10,1,0.3844,1,829.27
TXN-11908,CUST-2419,1828.89,INR,NET_BANKING,2026-08-01T23:51:13,FAILED,PROCESSING_DELAY,TEMPORARY,1,0.6923,495,NONE,0,13,9,4,0.8389,1,1828.89
TXN-11909,CUST-2933,293.92,INR,NET_BANKING,2026-08-12T10:23:17,FAILED,BLOCKED_CARD,PERMANENT,0,0.8571,160,ACTIVE,0,7,6,1,0.1849,0,0.0
TXN-11910,CUST-3962,839.82,INR,NET_BANKING,2026-08-26T10:58:48,FAILED,NETWORK_INTERRUPT,TEMPORARY,0,0.8333,343,ACTIVE,4,12,10,2,0.98,1,839.82
TXN-11911,CUST-3404,831.49,INR,NET_BANKING,2026-08-05T14:03:09,FAILED,PROCESSING_DELAY,TEMPORARY,2,0.8182,1181,INACTIVE,4,11,9,2,0.478,0,0.0
TXN-11912,CUST-2282,300.33,INR,NET_BANKING,2026-08-21T16:38:29,FAILED,NETWORK_INTERRUPT,TEMPORARY,0,0.8,394,NONE,0,15,12,3,0.98,1,300.33
TXN-11913,CUST-1858,1188.12,INR,NET_BANKING,2026-08-02T21:04:25,FAILED,CARD_LIMIT_EXCEEDED,CUSTOMER_ACTION_REQUIRED,1,0.8571,223,NONE,0,21,18,3,0.6065,1,1188.12
TXN-11914,CUST-2534,3991.11,INR,NACH_EMANDATE,2026-08-16T06:01:01,FAILED,INSUFFICIENT_FUNDS,CUSTOMER_ACTION_REQUIRED,4,0.7273,452,ACTIVE,2,11,8,3,0.1822,0,0.0
TXN-11915,CUST-1039,2951.78,INR,DEBIT_CARD,2026-08-12T08:42:56,FAILED,EXPIRED_CARD_PERMANENT,PERMANENT,1,0.9375,773,INACTIVE,1,16,15,1,0.0424,0,0.0
TXN-11916,CUST-2716,1590.84,INR,NET_BANKING,2026-08-27T12:21:14,FAILED,CARD_LIMIT_EXCEEDED,CUSTOMER_ACTION_REQUIRED,1,0.9,505,NONE,0,10,9,1,0.5527,1,1590.84
TXN-11917,CUST-2227,925.79,INR,NACH_EMANDATE,2026-08-28T23:16:32,FAILED,OTP_EXPIRED,CUSTOMER_ACTION_REQUIRED,0,0.75,1130,ACTIVE,15,8,6,2,0.6096,1,925.79
TXN-11918,CUST-1131,1831.11,INR,CREDIT_CARD,2026-08-28T23:59:25,FAILED,NETWORK_INTERRUPT,TEMPORARY,1,0.7273,192,INACTIVE,9,11,8,3,0.7603,1,1831.11
TXN-11919,CUST-3579,535.73,INR,NET_BANKING,2026-08-20T09:07:26,FAILED,CARD_LIMIT_EXCEEDED,CUSTOMER_ACTION_REQUIRED,0,0.5625,709,ACTIVE,0,16,9,7,0.746,1,535.73
TXN-11920,CUST-1260,3893.79,INR,CREDIT_CARD,2026-08-06T16:34:22,FAILED,CARD_LIMIT_EXCEEDED,CUSTOMER_ACTION_REQUIRED,0,0.8824,1120,INACTIVE,6,17,15,2,0.8068,1,3893.79
TXN-11921,CUST-2346,1074.73,INR,DEBIT_CARD,2026-08-09T17:43:22,FAILED,PROCESSING_DELAY,TEMPORARY,0,0.8462,784,ACTIVE,0,13,11,2,0.98,1,1074.73
TXN-11922,CUST-1427,4500.21,INR,UPI,2026-08-30T16:58:11,FAILED,NETWORK_INTERRUPT,TEMPORARY,0,0.7692,698,NONE,0,13,10,3,0.9683,1,4500.21
TXN-11923,CUST-3001,2935.95,INR,CREDIT_CARD,2026-08-04T18:57:46,FAILED,GATEWAY_TIMEOUT,TEMPORARY,1,0.75,82,ACTIVE,10,12,9,3,0.8855,1,2935.95
